ID,Sex,Age,HiQual,Work,MarStat,NumAdult,NumChild,Accom,Tenure,NumRooms,TVSet,Cable,Comp,HmIntnet,SleepHours,EmploymentHours,ComputingHours,ReadingHours,TVVideoHours,RadioMusicHours,Degree
5307,Female,74,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,11,Yes,Yes,Yes,Yes,7.166666667,0,4,0,0,0,University Degree
5309,Female,31,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,11.16666667,7.666666667,0,0.666666667,1.333333333,0,University Degree
5311,Female,21,"Degree level qualification incl. foundation degrees, graduat",Student,"Single, never married",3,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.5,0,0,0,2,0,University Degree
5313,Female,64, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.166666667,0,0,0,3.333333333,0,No University Degree
5315,Male,41,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",3,1,House or bungalow,Owner,5,Yes,No,Yes,Yes,6.333333333,0,0.166666667,0.166666667,0.5,0,University Degree
5317,Male,37,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",3,1,House or bungalow,Owner,5,Yes,No,Yes,Yes,10.66666667,0,0.666666667,0.5,2,0.166666667,University Degree
5319,Female,81,"Degree level qualification incl. foundation degrees, graduat",Retired,Widowed,3,1,House or bungalow,Owner,5,Yes,No,Yes,Yes,5.833333333,0,0,0.333333333,1.666666667,1,University Degree
5321,Female,41,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",2,0,Flat or maisonette,Renter (Private),3,Yes,No,Yes,Yes,8.5,0,1,0.333333333,1.833333333,0,University Degree
5323,Male,65,None of the above,Disabled,Divorced/Separated,1,0,Flat or maisonette,Renter (Private),2,Yes,Yes,No,Yes,5,0,0,0,8.166666667,0,No University Degree
5325,Female,60,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,"Single, never married",1,1,House or bungalow,Owner,6,Yes,No,Yes,Yes,5.5,0,0.166666667,1,1.333333333,0,University Degree
5329,Male,58,Teaching qualification (excluding PGCE),Employed,"Single, never married",1,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,6,0,0,0,2.333333333,0.5,No University Degree
5331,Female,44,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Renter (Public),4,Yes,Yes,No,Yes,6.5,8.333333333,0,0,3.833333333,0,No University Degree
5333,Male,43,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Renter (Public),4,Yes,Yes,No,Yes,6.833333333,2,0,0,3,0,No University Degree
5335,Male,20,None of the above,Employed,"Single, never married",4,0,House or bungalow,Renter (Public),4,Yes,Yes,No,Yes,10.33333333,7.833333333,0,0,0,0,No University Degree
5337,Male,58,BTEC/BEC/TEC/EdExcel/LQL,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,3,1,0,0,2.666666667,0,No University Degree
5339,Female,42,GCSE/Vocational GCSE,Not in empl.,Married/Partnership/Cohabiting,2,3,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,6.166666667,0,0,0,1.833333333,0,No University Degree
5343,Female,55,GCSE/Vocational GCSE,Employed,Divorced/Separated,2,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,10.66666667,0,0,0,2.666666667,0,No University Degree
5347,Female,53,O level or equivalent,Not in empl.,Married/Partnership/Cohabiting,1,1,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.666666667,0,0.833333333,0,3.333333333,0,No University Degree
5349,Male,66,Other higher education qualification below degree level,Retired,Divorced/Separated,1,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,6.666666667,0,0.5,0.833333333,0,0,No University Degree
5351,Male,79,Diploma in higher education,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,10.5,0,0,0,7.666666667,0,No University Degree
5353,Female,74,City and Guilds,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,8.833333333,0,0,0.5,1.666666667,0,No University Degree
5355,Male,58,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,9.333333333,0,2.5,0.333333333,3.333333333,0,University Degree
5357,Female,52,Other higher education qualification below degree level,Not in empl.,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,8.666666667,0,0,0,3.5,0.166666667,No University Degree
5359,Female,22,HNC / HND,Employed,"Single, never married",3,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,9,7.333333333,1.833333333,0,1,0,No University Degree
5361,Female,43,None of the above,Not in empl.,"Single, never married",1,2,House or bungalow,Renter (Private),3,Yes,No,Yes,No,10,0,0,0,3.166666667,0,No University Degree
5363,Female,39,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.833333333,0,0,1.833333333,2,0,University Degree
5365,Male,38,Other higher education qualification below degree level,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.5,0,0,2,2,0,No University Degree
5367,Female,80, A level/GCE in Applied Subjects or equivalent,Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,9.5,0,0,4,3.666666667,2.166666667,No University Degree
5369,Male,31,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,11,0,0.333333333,0.5,1.833333333,0,University Degree
5371,Female,25,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,10.83333333,0,2.333333333,1,0,0,University Degree
5373,Female,46,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,7.333333333,0,0,0,0,0,University Degree
5375,Male,84,Item not applicable,NA,NA,2,2,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,11.33333333,0,0,0.166666667,2,0,No University Degree
5377,Female,86,O level or equivalent,Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,5.5,0.333333333,0.5,1.166666667,3,0.5,No University Degree
5379,Female,65,HNC / HND,Retired,Divorced/Separated,1,0,House or bungalow,Owner,9,Yes,Yes,Yes,Yes,7.166666667,0,0.5,0,0,0,No University Degree
5381,Male,58,None of the above,Employed,Divorced/Separated,1,0,House or bungalow,Renter (Public),2,Yes,Yes,Yes,Yes,7.166666667,10,1.166666667,0,1,0,No University Degree
5383,Male,65,None of the above,Disabled,Divorced/Separated,3,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,7,0,2.833333333,0,6.166666667,0,No University Degree
5385,Male,21,GCSE/Vocational GCSE,Employed,"Single, never married",3,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,8,11.66666667,0,0,1.666666667,0,No University Degree
5387,Male,31,None of the above,Disabled,"Single, never married",3,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,9,0,0,0,4.5,0,No University Degree
5389,Male,31,NVQ / SVQ,Employed,"Single, never married",1,0,Flat or maisonette,Renter (Private),2,Yes,No,Yes,No,11.33333333,11.83333333,0,0,0,0,No University Degree
5391,Female,50,City and Guilds,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,7,0,0,0,0.833333333,0,No University Degree
5393,Male,48,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,7.666666667,0,0.333333333,0,0.833333333,0,University Degree
5395,Male,82,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,6.833333333,3.5,0,0,0.666666667,0,University Degree
5397,Female,76,Nursing or other medical qualification not yet mentioned,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,5,5.166666667,0,1,1.833333333,0,No University Degree
5399,Female,87,RSA/OCR,Retired,Widowed,1,0,House or bungalow,Owner,3,Yes,No,Yes,Yes,9.666666667,0,0,0,7,0,No University Degree
5401,Male,77,Leaving certificate (Republic of Ireland),Employed,Widowed,1,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.833333333,7.833333333,0,0,4.333333333,0,No University Degree
5403,Male,45,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,1,1,Flat or maisonette,Renter (Private),3,Yes,Yes,Yes,Yes,9,7.666666667,0,0,0,0,University Degree
5407,Female,43,Diploma in higher education,Employed,Married/Partnership/Cohabiting,3,0,Flat or maisonette,Renter (Private),3,Yes,Yes,Yes,Yes,6.333333333,7.666666667,0.166666667,0.5,0.833333333,0,No University Degree
5409,Male,37,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",2,0,Flat or maisonette,Owner,3,Yes,No,Yes,Yes,7.833333333,8.833333333,0,0,0.333333333,0,University Degree
5411,Female,83,O level or equivalent,Retired,Widowed,2,0,Flat or maisonette,Owner,3,Yes,No,Yes,Yes,15.83333333,0,0,0,2.166666667,0,No University Degree
5413,Male,52,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,House or bungalow,Owner,3,Yes,No,Yes,Yes,4.666666667,10,0,0,2,0,University Degree
5415,Female,76,None of the above,Retired,Divorced/Separated,1,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,9.833333333,0,0,0,2.833333333,0,No University Degree
5417,Male,53,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.666666667,4.5,0,0,3,0,University Degree
5419,Female,50,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.833333333,7.666666667,0,0,2,0,No University Degree
5421,Female,48,RSA/OCR,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,9.333333333,0,0,0,2.166666667,0,No University Degree
5425,Female,68,Nursing or other medical qualification not yet mentioned,Retired,"Single, never married",1,0,House or bungalow,Owner,5,No,No,Yes,No,4,0,0,0.166666667,0.666666667,0,No University Degree
5427,Male,66,Diploma in higher education,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6,6,0,0,3.5,0,No University Degree
5429,Female,61, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.833333333,0,0.5,0,0,0,No University Degree
5431,Female,28,NVQ / SVQ,Not in empl.,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,4.333333333,0,0,0,0.5,0,No University Degree
5433,Male,30,City and Guilds,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9,10.33333333,0,0,2.5,0,No University Degree
5435,Male,64,NVQ / SVQ,Disabled,Divorced/Separated,1,0,Flat or maisonette,Renter (Public),2,Yes,Yes,Yes,Yes,9,0,1,1.833333333,3,0,No University Degree
5437,Female,49,cse,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,8.333333333,9.166666667,0,0,0,0,No University Degree
5439,Male,54,City and Guilds,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,5.833333333,8.333333333,0,0,6.333333333,0,No University Degree
5443,Male,27,None of the above,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),3,Yes,No,Yes,Yes,10.5,0,0.833333333,0,5.666666667,0,No University Degree
5445,Female,26,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),3,Yes,No,Yes,Yes,10.5,0,0.333333333,0,5.166666667,0,University Degree
5447,Male,28,Other higher education qualification below degree level,Employed,"Single, never married",2,0,Flat or maisonette,Renter (Private),2,Yes,Yes,Yes,Yes,7.833333333,5.666666667,0,0,5.166666667,0,No University Degree
5449,Female,33,Other higher education qualification below degree level,Employed,Divorced/Separated,2,0,Flat or maisonette,Renter (Private),2,Yes,Yes,Yes,Yes,10.83333333,4.666666667,0,0,4,0,No University Degree
5451,Female,61,cse,Employed,Divorced/Separated,1,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,6,0,0,0.833333333,3.5,0,No University Degree
5453,Male,64,Any other professional/vocational/foreign qualifications,Employed,Divorced/Separated,1,0,House or bungalow,Renter (Private),2,Yes,No,No,No,6,0,0,0.666666667,0,0.666666667,No University Degree
5455,Male,22,"Degree level qualification incl. foundation degrees, graduat",Unemployed,"Single, never married",1,0,House or bungalow,Living Rent Free,3,Yes,Yes,Yes,Yes,10.83333333,0,3.666666667,0,0,0,University Degree
5457,Female,63,O level or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.666666667,7,0,0,4.333333333,0,No University Degree
5459,Male,61,Nursing or other medical qualification not yet mentioned,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.5,0,1.5,0,7.333333333,0,No University Degree
5461,Female,93,Teaching qualification (excluding PGCE),Retired,Widowed,1,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,7.166666667,0.166666667,0,3.5,1.5,0,No University Degree
5463,Female,67,O level or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,9.5,0,0,1.333333333,3,0,No University Degree
5465,Male,70,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.333333333,0,0,0,6.333333333,0,No University Degree
5467,Female,76,None of the above,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.5,0,0,0,5.666666667,0,No University Degree
5469,Male,86,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.5,0,0,0,5.333333333,0,No University Degree
5471,Male,35,GCSE/Vocational GCSE,Employed,"Single, never married",2,2,House or bungalow,Renter (Private),6,Yes,Yes,Yes,Yes,4.666666667,7.5,0.333333333,0,2.5,0,No University Degree
5473,Female,37,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",2,2,House or bungalow,Renter (Private),6,Yes,Yes,Yes,Yes,6.833333333,0,0.333333333,0,0,0,University Degree
5477,Female,58,O level or equivalent,Employed,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Owner,3,Yes,Yes,Yes,Yes,9,7,0,0,0,0,No University Degree
5479,Male,49,O level or equivalent,Employed,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Owner,3,Yes,Yes,Yes,Yes,8,9,0,0,3,0,No University Degree
5481,Female,26,GCSE/Vocational GCSE,Not in empl.,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,10,0,0,0,2,0,No University Degree
5483,Male,26,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.5,3,0,0,6.333333333,0,No University Degree
5485,Female,48,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,House or bungalow,Owner,3,Yes,No,No,No,4.666666667,8.166666667,0,0,1.5,0,University Degree
5487,Female,69,O level or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.333333333,0,0,0.333333333,2.333333333,0,No University Degree
5489,Male,71,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.333333333,0,0.666666667,0.166666667,2,0,No University Degree
5491,Male,56,None of the above,Employed,Divorced/Separated,1,0,Flat or maisonette,Owner,3,Yes,No,No,No,9.5,0,0,0,2,0,No University Degree
5493,Male,27, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.333333333,0,0,0,0,0,No University Degree
5495,Female,27,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8,0,0.333333333,0,0,0,University Degree
5497,Female,50,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,7,2.5,0,0,0.5,0,University Degree
5501,Female,95,Item not applicable,NA,NA,2,3,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,5.166666667,0,0,0,2.5,0,No University Degree
5503,Male,32,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,Flat or maisonette,Renter (Private),2,Yes,Yes,Yes,Yes,2.5,0.333333333,0.166666667,0.333333333,0,0,University Degree
5505,Female,68,cse,Retired,"Single, never married",1,0,Flat or maisonette,Renter (Public),2,Yes,No,No,No,8.333333333,0,0,0,6.833333333,0,No University Degree
5507,Male,81,Any other professional/vocational/foreign qualifications,Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8,0,0,0,2.5,0,No University Degree
5509,Female,70,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9,0,0,0,2.333333333,0,No University Degree
5511,Male,69,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8.5,0,0.333333333,1.833333333,2.5,0,No University Degree
5513,Female,36,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6.666666667,5,0,0,0.666666667,0,University Degree
5517,Female,54,NVQ / SVQ,Employed,Divorced/Separated,1,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,5,0,0,0,2,0,No University Degree
5519,Female,37,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,7,7.5,0,0.333333333,0.833333333,0,University Degree
5521,Male,38,BTEC/BEC/TEC/EdExcel/LQL,Employed,Divorced/Separated,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8,9.833333333,0,0,0,0,No University Degree
5523,Male,74,Any other professional/vocational/foreign qualifications,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.333333333,1.5,0.666666667,0.833333333,7.666666667,0,No University Degree
5525,Female,69,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.166666667,0,0,1.333333333,4,0,No University Degree
